,id,breed,price,color,age,zip,temp,warmblood,sold,soldhere,forsale,forlease,registered,skills,gender,inches,lnprice
2627,2000029,Oldenburg,6000,Bay,11.054794520547945,97038,6,False,False,False,,,True,,Mare,62.0,8.69951474821
2628,2000379,Unknown,12500,Buckskin,6.052054794520548,98042,11,False,False,False,,,True,,Gelding,64.0,9.43348392329
2629,2000327,Hanoverian,55000,Black,4.723287671232876,83809,3,False,False,False,,,True,,Gelding,68.0,10.9150884642
2630,1955681,Oldenburg,15000,Bay,11.808219178082192,19382,2,False,False,False,,,True,,Gelding,66.0,9.61580548008
2631,1955683,Thoroughbred,12000,Bay,9.893150684931507,19382,2,False,False,False,,,True,,Gelding,64.0,9.39266192877
2632,2000317,Hanoverian,65000,Black Bay,4.723287671232876,83809,5,False,False,False,,,True,,Gelding,69.0,11.0821425489
2633,2000319,Hanoverian,48000,Black,4.723287671232876,83809,4,False,False,False,,,True,,Mare,66.0,10.7789562899
2634,2000329,Hanoverian,45000,Black Bay,4.723287671232876,83809,4,False,False,False,,,True,,Mare,67.0,10.7144177688
2635,2000567,Pony,1500,Silver,11.054794520547945,97113,2,False,True,,,,False,,Mare,55.0,7.31322038709
2636,2000555,Rocky Mountain Horse,900,Smokey Black,2.802739726027397,97914,3,False,False,False,,,False,,Stallion,59.0,6.80239476332
2637,2000302,Connemara,18000,Grey,14.728767123287671,95521,5,False,False,False,,,True,,Mare,59.0,9.79812703688
2638,1998856,Thoroughbred,1500,Grey,4.723287671232876,95614,5,False,True,,,,True,,Mare,59.0,7.31322038709
2639,2000278,Draft Horse,10000,Grey,5.052054794520548,29856,2,False,True,,,,False,,Mare,61.0,9.21034037198
2640,2000295,Thoroughbred,2500,Grey,9.96986301369863,98070,7,False,False,False,,,True,,Mare,64.0,7.82404601086
2641,2000504,Welsh Pony,8500,Grey,10.054794520547945,18951,5,False,False,False,,,False,,Gelding,63.0,9.04782144248
2642,1998210,Thoroughbred,15000,Grey,14.057534246575342,20833,6,False,False,False,,,True,,Mare,64.0,9.61580548008
2643,2000491,Welsh Cob,2800,Bay,8.054794520547945,0,3,False,False,False,,,True,,Gelding,59.0,7.93737469616
2644,2000476,APHA Paint,25000,Grey,11.808219178082192,93021,4,False,False,False,,,True,,Mare,68.0,10.1266311039
2645,2000430,Irish Draught,12000,Bay,9.054794520547945,37745,2,False,False,False,,,False,,Mare,61.0,9.39266192877
2646,2000259,Arabian Cross,15000,Black,4.890410958904109,83832,3,False,True,False,,,True,,Gelding,63.0,9.61580548008
2647,2000249,Arabian Cross,18000,Black Bay,4.723287671232876,37421,4,False,False,False,,,True,,Mare,63.0,9.79812703688
2648,1999890,American Saddlebred,3000,Bay,10.808219178082192,99338,4,False,True,False,,,False,,Gelding,60.0,8.00636756765
2649,1999883,Thoroughbred,2500,Black,9.054794520547945,85139,4,False,False,False,,,False,,Gelding,67.0,7.82404601086
2650,1999075,Hanoverian,9000,Bay,1.8027397260273972,7825,4,False,False,False,,,True,,Stallion,62.0,9.10497985632
2651,2000378,Unknown,7500,Bay,14.057534246575342,29670,6,False,False,False,,,True,,Gelding,60.0,8.92265829952
2652,2000356,Swedish Warmblood,22000,Bay,5.052054794520548,32703,11,False,False,False,,,False,,Mare,64.0,9.99879773234
2653,2000347,Warmblood Cross,35000,Chestnut,6.052054794520548,32703,11,False,False,False,,,False,,Mare,66.0,10.4631033405
2654,2000343,Swedish Warmblood,27000,Bay,6.052054794520548,32703,11,False,False,False,,,False,,Mare,64.0,10.203592145
2655,2000342,Thoroughbred,22000,Grey,7.052054794520548,32703,11,False,False,False,,,False,,Gelding,65.0,9.99879773234
2656,2000341,Oldenburg,29000,Chestnut,13.057534246575342,32703,11,False,False,False,,,True,,Mare,70.0,10.275051109
2657,2000340,Swedish Warmblood,25000,Bay,8.054794520547945,32703,3,False,False,False,,,False,,Mare,61.0,10.1266311039
2658,2000213,Thoroughbred,1000,Bay,17.06027397260274,46574,4,False,False,False,,,False,,Gelding,64.0,6.90775527898
2659,2000150,AQHA Quarter Horse,2000,Bay,15.057534246575342,48187,3,False,True,False,,,True,,Gelding,63.0,7.60090245954
2660,1998005,Quarab,900,Sorrel,8.054794520547945,49107,7,False,True,False,,,False,,Gelding,59.0,6.80239476332
2661,2000318,Andalusian,40000,Grey,8.054794520547945,33592,6,False,False,False,,,True,Dressage,Gelding,63.0,10.5966347331
2662,1988128,Appaloosa,6500,Bay,11.893150684931507,82426,6,False,True,,,,True,,Mare,61.0,8.77955745588
2663,1978331,Welsh Pony,6500,Grey,15.057534246575342,24450,4,False,False,False,,,False,,Mare,57.0,8.77955745588
2664,2000069,Gypsy Horse,5000,Bay,3.5534246575342467,48428,5,False,False,False,,,True,,Gelding,59.0,8.51719319142
2665,2000007,Draft Horse,6000,Brown,2.6356164383561644,59014,3,False,False,False,,,False,,Gelding,60.0,8.69951474821
2666,1999866,Unknown,4500,Chestnut,4.890410958904109,16101,2,False,True,,,,True,,Mare,58.0,8.41183267576
2667,2000294,Pony,20000,Chestnut,16.06027397260274,97537,2,False,False,False,,,False,,Mare,53.0,9.90348755254
